"","X.1","X","S_ID","S_gend","S_SES","num_tchrs","phys","tchr1","tchr2","tchr3","tchr4","tchr5","tchr6","tchr7","tchr8","tchr9","tchr10","tchr11","tchr12","w1","w2","w3","w4","w5","w6","w7","w8","w9","w10","w11","w12","Math","t10_exp","t1_exp","t2_exp","t3_exp","t4_exp","t5_exp","t6_exp","t7_exp","t8_exp","t9_exp","t11_exp","t12_exp","phys_tchr","SAT_M","female","NB"
"713",713,713,713,0,15.8181225209495,2,1,16,54,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,357.690525191536,0,12.6418455693281,11.336725230796,0,0,0,0,0,0,0,0,0,5,278,1,0
"714",714,714,714,1,14.8995862786105,1,0,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,482.796503731501,0,11.04926962007,0,0,0,0,0,0,0,0,0,0,0,670,0,0
"715",715,715,715,0,13.4194186063676,1,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,408.613609540281,0,8.29223077917004,0,0,0,0,0,0,0,0,0,0,0,408,1,0
"716",716,716,716,0,15.4463135723751,1,0,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,537.58917478211,0,11.3092300060931,0,0,0,0,0,0,0,0,0,0,0,618,1,0
"717",717,717,717,0,15.174105925373,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,486.388241036161,0,6.70776596349245,0,0,0,0,0,0,0,0,0,0,11,732,1,0
"718",718,718,718,0,12.6130176883702,3,0,11,25,46,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,482.460092572466,0,9.29957302994508,11.0426857338776,11.0806765260795,0,0,0,0,0,0,0,0,0,657,1,0
"719",719,719,719,0,11.4089997752624,5,0,35,48,18,26,25,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,372.676581157161,0,11.8696938380526,12.6319687988971,4.43451517905847,8.83553574538857,11.0426857338776,0,0,0,0,0,0,0,370,1,0
"720",720,720,720,1,12.4204852874826,1,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,393.079834794452,0,8.83553574538857,0,0,0,0,0,0,0,0,0,0,0,505,0,0
"721",721,721,721,0,10.1278993085946,2,0,9,50,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,526.343307700882,0,7.80406012825676,11.1255603693714,0,0,0,0,0,0,0,0,0,0,779,1,0
"722",722,722,722,1,14.7547124980009,5,0,29,51,36,14,5,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,355.697021099453,0,10.7250079784901,11.5123969955704,11.8739321105798,10.3871985168316,11.2888051365165,0,0,0,0,0,0,0,200,0,0
"723",723,723,723,1,12.7895703912008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,477.951072250728,0,8.98849581602542,0,0,0,0,0,0,0,0,0,0,0,642,0,0
"724",724,724,724,1,8.33063231278856,1,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,515.510553243014,0,9.51271047069275,0,0,0,0,0,0,0,0,0,0,0,661,0,0
"725",725,725,725,0,10.8058695992165,1,0,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,543.230999740685,0,9.64516503595887,0,0,0,0,0,0,0,0,0,0,0,570,1,0
"726",726,726,726,1,13.7723868685139,1,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,532.418309860692,0,13.9804579273837,0,0,0,0,0,0,0,0,0,0,0,720,0,0
"727",727,727,727,0,15.0418382982526,1,0,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,505.893191621171,0,11.66787751479,0,0,0,0,0,0,0,0,0,0,0,671,1,0
"728",728,728,728,1,13.7503363954142,4,0,41,24,18,30,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,380.552687548116,0,10.6661166318245,9.51271047069275,4.43451517905847,10.1384996975031,0,0,0,0,0,0,0,0,230,0,0
"729",729,729,729,0,10.7182100656573,3,1,2,5,12,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,341.407095892031,0,12.1012157080687,11.2888051365165,12.6826547730217,0,0,0,0,0,0,0,0,18,255,1,0
"730",730,730,730,0,11.4966030817854,1,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,457.111740813521,0,12.6418455693281,0,0,0,0,0,0,0,0,0,0,0,683,1,0
"731",731,731,731,1,19.1290477853962,4,0,12,18,19,2,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,522.560262554261,0,12.6826547730217,4.43451517905847,13.9804579273837,12.1012157080687,0,0,0,0,0,0,0,0,754,0,0
"732",732,732,732,0,15.8736092909502,2,0,20,15,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,516.304711290814,0,14.7281041532495,8.29223077917004,0,0,0,0,0,0,0,0,0,0,785,1,0
"733",733,733,733,1,13.6451108287626,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,482.157608310043,0,6.76306352594885,0,0,0,0,0,0,0,0,0,0,0,770,0,0
"734",734,734,734,0,12.7850302296825,5,1,38,51,39,19,55,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,492.982361215227,0,9.73603882956232,11.5123969955704,9.11173690987654,13.9804579273837,10.1474117796323,0,0,0,0,0,0,13,694,1,0
"735",735,735,735,1,12.8969343261017,6,0,7,43,28,46,14,39,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,371.102201843969,0,10.945642594976,8.84212216695445,10.5774280615315,11.0806765260795,10.3871985168316,9.11173690987654,0,0,0,0,0,0,415,0,0
"736",736,736,736,0,14.5795481786374,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,406.765013550475,0,12.3105226427771,0,0,0,0,0,0,0,0,0,0,0,433,1,0
"737",737,737,737,0,12.5641889151693,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,441.501325024354,0,12.6826547730217,0,0,0,0,0,0,0,0,0,0,0,645,1,0
"738",738,738,738,1,11.9109952432311,5,0,54,46,30,33,5,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,353.786673171166,0,11.336725230796,11.0806765260795,10.1384996975031,9.91540359655629,11.2888051365165,0,0,0,0,0,0,0,273,0,0
"739",739,739,739,0,12.4508393487571,5,0,56,14,42,15,16,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,355.790622453539,0,11.2095714437702,10.3871985168316,12.231555005867,8.29223077917004,12.6418455693281,0,0,0,0,0,0,0,201,1,0
"740",740,740,740,0,13.0552478012379,2,1,6,25,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,337.938323929455,0,6.70776596349245,11.0426857338776,0,0,0,0,0,0,0,0,0,10,257,1,0
"741",741,741,741,0,14.9393544350135,2,0,45,41,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,485.255702094568,0,8.63967659646806,10.6661166318245,0,0,0,0,0,0,0,0,0,0,551,1,0
"742",742,742,742,0,8.60118701199012,6,0,31,11,13,14,45,42,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,445.072924254072,0,11.3233010955249,9.29957302994508,10.7984362537483,10.3871985168316,8.63967659646806,12.231555005867,0,0,0,0,0,0,590,1,0
"743",743,743,743,1,16.8961875955501,3,0,20,55,23,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,502.498182315894,0,14.7281041532495,10.1474117796323,8.11225407772147,0,0,0,0,0,0,0,0,0,727,0,0
"744",744,744,744,0,13.3597064374463,5,0,22,9,25,17,21,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,345.041019319358,0,9.80367878257245,7.80406012825676,11.0426857338776,9.51628646755361,8.71505503742822,0,0,0,0,0,0,0,291,1,0
"745",745,745,745,0,13.8301135265475,2,0,9,54,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,486.701577900771,0,7.80406012825676,11.336725230796,0,0,0,0,0,0,0,0,0,0,591,1,0
"746",746,746,746,0,14.2936810068724,5,0,7,23,39,53,14,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,382.782512737503,0,10.945642594976,8.11225407772147,9.11173690987654,9.64516503595887,10.3871985168316,0,0,0,0,0,0,0,504,1,0
"747",747,747,747,0,11.6920000310979,6,0,15,20,50,12,38,49,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,365.989450043183,0,8.29223077917004,14.7281041532495,11.1255603693714,12.6826547730217,9.73603882956232,11.04926962007,0,0,0,0,0,0,323,1,0
"748",748,748,748,1,10.7601010673829,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,443.293868540455,0,9.54109737773958,8.98849581602542,0,0,0,0,0,0,0,0,0,6,572,0,0
"749",749,749,749,0,10.9905094865205,2,0,39,44,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,368.289708407049,0,9.11173690987654,11.3092300060931,0,0,0,0,0,0,0,0,0,0,243,1,0
"750",750,750,750,1,14.1335370826708,2,1,42,31,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,390.23435580693,0,12.231555005867,11.3233010955249,0,0,0,0,0,0,0,0,0,15,408,0,0
"751",751,751,751,0,14.2682561389764,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,360.535205634583,0,12.6826547730217,0,0,0,0,0,0,0,0,0,0,0,491,1,0
"752",752,752,752,1,10.5799280829083,2,0,28,50,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,438.596569131807,0,10.5774280615315,11.1255603693714,0,0,0,0,0,0,0,0,0,0,409,0,0
"753",753,753,753,0,12.8141551670785,1,1,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,484.105380916086,0,9.64516503595887,0,0,0,0,0,0,0,0,0,0,2,532,1,0
"754",754,754,754,0,10.0431818447402,1,0,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,510.092269045012,0,14.0426112520509,0,0,0,0,0,0,0,0,0,0,0,668,1,0
"755",755,755,755,0,13.7757613364548,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,434.131653795046,0,8.98849581602542,11.2888051365165,0,0,0,0,0,0,0,0,0,0,690,1,0
"756",756,756,756,0,11.9787490592449,4,1,25,14,1,23,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,416.496774078353,0,11.0426857338776,10.3871985168316,8.98849581602542,8.11225407772147,0,0,0,0,0,0,0,12,493,1,0
"757",757,757,757,0,11.3943911504709,5,0,55,42,13,1,34,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,487.066166061128,0,10.1474117796323,12.231555005867,10.7984362537483,8.98849581602542,11.66787751479,0,0,0,0,0,0,0,595,1,0
"758",758,758,758,0,13.5526014496845,4,1,55,2,42,13,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,438.441959732037,0,10.1474117796323,12.1012157080687,12.231555005867,10.7984362537483,0,0,0,0,0,0,0,6,487,1,0
"759",759,759,759,2,15.2737171716453,1,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,483.057640271312,0,11.1255603693714,0,0,0,0,0,0,0,0,0,0,0,565,0,1
"760",760,760,760,0,9.61834378652121,1,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,503.558659000858,0,8.63967659646806,0,0,0,0,0,0,0,0,0,0,0,614,1,0
"761",761,761,761,1,11.9930647820312,2,1,20,36,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,426.906501506308,0,14.7281041532495,11.8739321105798,0,0,0,0,0,0,0,0,0,12,426,0,0
"762",762,762,762,0,16.8434706686507,2,1,26,49,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,495.749594124694,0,8.83553574538857,11.04926962007,0,0,0,0,0,0,0,0,0,1,740,1,0
"763",763,763,763,1,14.1320894140312,2,0,11,41,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,449.405888237976,0,9.29957302994508,10.6661166318245,0,0,0,0,0,0,0,0,0,0,636,0,0
"764",764,764,764,0,18.2376187080159,1,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,468.166325353932,0,8.83553574538857,0,0,0,0,0,0,0,0,0,0,0,517,1,0
"765",765,765,765,0,10.2016384409291,2,0,32,56,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,404.994676524425,0,9.60335949708028,11.2095714437702,0,0,0,0,0,0,0,0,0,0,301,1,0
"766",766,766,766,0,13.3080741485354,2,0,5,35,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,512.291904220683,0,11.2888051365165,11.8696938380526,0,0,0,0,0,0,0,0,0,0,799,1,0
"767",767,767,767,1,11.173128331923,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,444.951749487951,0,12.6826547730217,0,0,0,0,0,0,0,0,0,0,0,489,0,0
"768",768,768,768,1,15.3820099438703,2,0,35,2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,409.917658493264,0,11.8696938380526,12.1012157080687,0,0,0,0,0,0,0,0,0,0,458,0,0
"769",769,769,769,1,15.6741947805855,2,1,44,12,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,429.345480575353,0,11.3092300060931,12.6826547730217,0,0,0,0,0,0,0,0,0,20,411,0,0
"770",770,770,770,1,13.9208665918886,1,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,485.090311096297,0,9.91540359655629,0,0,0,0,0,0,0,0,0,0,0,646,0,0
"771",771,771,771,0,16.3550551908877,4,1,26,50,44,46,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,501.522453448184,0,8.83553574538857,11.1255603693714,11.3092300060931,11.0806765260795,0,0,0,0,0,0,0,7,693,1,0
"772",772,772,772,1,14.9338239408475,2,0,13,55,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,488.218239036722,0,10.7984362537483,10.1474117796323,0,0,0,0,0,0,0,0,0,0,649,0,0
"773",773,773,773,0,10.114704099004,6,1,8,55,17,10,4,43,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,444.001710211017,0,12.3105226427771,10.1474117796323,9.51628646755361,8.80820170856509,6.76306352594885,8.84212216695445,0,0,0,0,0,5,431,1,0
"774",774,774,774,2,12.4716968306179,2,1,36,16,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,465.060026250437,0,11.8739321105798,12.6418455693281,0,0,0,0,0,0,0,0,0,21,607,0,1
"775",775,775,775,1,15.0470383913033,1,1,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,487.22679676869,0,10.5774280615315,0,0,0,0,0,0,0,0,0,0,10,714,0,0
"776",776,776,776,0,8.39691604253288,1,1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,483.778865483738,0,9.51628646755361,0,0,0,0,0,0,0,0,0,0,1,591,1,0
"777",777,777,777,0,13.6444084815523,1,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,381.061024615483,0,12.6826547730217,0,0,0,0,0,0,0,0,0,0,3,327,1,0
"778",778,778,778,1,12.1240918586637,4,0,41,3,34,32,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,495.765585545433,0,10.6661166318245,9.54109737773958,11.66787751479,9.60335949708028,0,0,0,0,0,0,0,0,715,0,0
"779",779,779,779,0,12.1535751036799,1,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,415.496440122653,0,14.7281041532495,0,0,0,0,0,0,0,0,0,0,0,334,1,0
"780",780,780,780,2,10.7824147547455,1,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,378.234712522835,0,13.9804579273837,0,0,0,0,0,0,0,0,0,0,0,355,0,1
"781",781,781,781,1,13.7380383806639,2,1,20,17,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,510.983655058969,0,14.7281041532495,9.51628646755361,0,0,0,0,0,0,0,0,0,7,795,0,0
"782",782,782,782,1,13.5442286349771,1,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,367.078323472447,0,10.3871985168316,0,0,0,0,0,0,0,0,0,0,0,431,0,0
"783",783,783,783,1,14.1798000421506,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,469.897142348422,0,6.70776596349245,0,0,0,0,0,0,0,0,0,0,0,709,0,0
"784",784,784,784,0,13.7439752677511,6,1,11,41,3,30,24,31,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,427.46598764357,0,9.29957302994508,10.6661166318245,9.54109737773958,10.1384996975031,9.51271047069275,11.3233010955249,0,0,0,0,0,1,372,1,0
"785",785,785,785,1,13.8919489968349,3,0,47,32,54,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,409.630535371209,0,7.17406798003331,9.60335949708028,11.336725230796,0,0,0,0,0,0,0,0,0,336,0,0
"786",786,786,786,0,14.0536968792492,1,1,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,477.914431430361,0,11.5123969955704,0,0,0,0,0,0,0,0,0,0,17,516,1,0
"787",787,787,787,1,11.7038648839017,4,0,4,35,53,33,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,425.454376126149,0,6.76306352594885,11.8696938380526,9.64516503595887,9.91540359655629,0,0,0,0,0,0,0,0,389,0,0
"788",788,788,788,0,15.0436741367455,4,0,21,46,29,34,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,494.481016307136,0,8.71505503742822,11.0806765260795,10.7250079784901,11.66787751479,0,0,0,0,0,0,0,0,470,1,0
"789",789,789,789,0,15.188460571361,7,1,17,55,56,47,14,39,19,0,0,0,0,0,0.1428,0.1428,0.1428,0.1428,0.1428,0.1428,0.1428,0,0,0,0,0,533.578600119277,0,9.51628646755361,10.1474117796323,11.2095714437702,7.17406798003331,10.3871985168316,9.11173690987654,13.9804579273837,0,0,0,0,13,673,1,0
"790",790,790,790,0,13.1546119650224,1,0,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,375.669350257339,0,11.04926962007,0,0,0,0,0,0,0,0,0,0,0,311,1,0
"791",791,791,791,0,12.450723583196,2,0,33,25,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,444.058393088341,0,9.91540359655629,11.0426857338776,0,0,0,0,0,0,0,0,0,0,666,1,0
"792",792,792,792,0,13.1505428885093,6,0,14,20,9,16,32,49,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,364.78345713692,0,10.3871985168316,14.7281041532495,7.80406012825676,12.6418455693281,9.60335949708028,11.04926962007,0,0,0,0,0,0,217,1,0
"793",793,793,793,1,14.9410382595394,2,0,35,53,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,435.513293214198,0,11.8696938380526,9.64516503595887,0,0,0,0,0,0,0,0,0,0,506,0,0
"794",794,794,794,0,11.9573529536301,2,1,34,33,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,476.28288418538,0,11.66787751479,9.91540359655629,0,0,0,0,0,0,0,0,0,16,677,1,0
"795",795,795,795,0,14.6666626167241,2,0,43,9,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,472.085269088357,0,8.84212216695445,7.80406012825676,0,0,0,0,0,0,0,0,0,0,590,1,0
"796",796,796,796,1,14.4104949498808,6,1,31,46,20,26,44,6,0,0,0,0,0,0,0.166,0.166,0.166,0.166,0.166,0.166,0,0,0,0,0,0,376.847144226632,0,11.3233010955249,11.0806765260795,14.7281041532495,8.83553574538857,11.3092300060931,6.70776596349245,0,0,0,0,0,18,347,0,0
"797",797,797,797,0,8.89098979927975,2,0,31,13,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,435.324921499921,0,11.3233010955249,10.7984362537483,0,0,0,0,0,0,0,0,0,0,486,1,0
"798",798,798,798,0,11.6315011183858,5,1,18,41,27,56,21,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,474.126006823943,0,4.43451517905847,10.6661166318245,10.8196537490001,11.2095714437702,8.71505503742822,0,0,0,0,0,0,20,605,1,0
"799",799,799,799,1,10.473524503513,3,0,36,40,14,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,496.54110313307,0,11.8739321105798,13.1075611039344,10.3871985168316,0,0,0,0,0,0,0,0,0,681,0,0
"800",800,800,800,0,15.3125556886116,1,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,453.150881362326,0,10.1384996975031,0,0,0,0,0,0,0,0,0,0,0,341,1,0
"801",801,801,801,1,10.9036286774444,1,1,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,553.846918770065,0,11.1255603693714,0,0,0,0,0,0,0,0,0,0,11,772,0,0
"802",802,802,802,0,12.1489023768217,1,0,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,359.356427678643,0,10.7250079784901,0,0,0,0,0,0,0,0,0,0,0,365,1,0
"803",803,803,803,2,12.530253743714,2,1,27,35,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,365.372815432269,0,10.8196537490001,11.8696938380526,0,0,0,0,0,0,0,0,0,22,287,0,1
"804",804,804,804,1,15.380578176015,2,0,32,29,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,400.618837126334,0,9.60335949708028,10.7250079784901,0,0,0,0,0,0,0,0,0,0,321,0,0
"805",805,805,805,0,14.0814274454297,8,1,40,6,11,7,12,3,48,8,0,0,0,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,442.85790676468,0,13.1075611039344,6.70776596349245,9.29957302994508,10.945642594976,12.6826547730217,9.54109737773958,12.6319687988971,12.3105226427771,0,0,0,9,603,1,0
"806",806,806,806,1,12.8214709828326,2,1,28,36,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,411.135848136544,0,10.5774280615315,11.8739321105798,0,0,0,0,0,0,0,0,0,18,473,0,0
"807",807,807,807,0,11.5756614967072,1,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,387.323508895148,0,11.3233010955249,0,0,0,0,0,0,0,0,0,0,0,422,1,0
"808",808,808,808,1,14.0084223039757,5,1,7,51,8,20,21,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,396.594548417475,0,10.945642594976,11.5123969955704,12.3105226427771,14.7281041532495,8.71505503742822,0,0,0,0,0,0,15,335,0,0
"809",809,809,809,0,12.7867138695607,12,0,33,9,2,3,49,11,36,39,14,21,25,22,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,484.582563348272,8.71505503742822,9.91540359655629,7.80406012825676,12.1012157080687,9.54109737773958,11.04926962007,9.29957302994508,11.8739321105798,9.11173690987654,10.3871985168316,11.0426857338776,9.80367878257245,0,618,1,0
"810",810,810,810,0,7.8326136083189,2,1,5,12,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,491.617096942784,0,11.2888051365165,12.6826547730217,0,0,0,0,0,0,0,0,0,2,743,1,0
"811",811,811,811,0,14.9043990926155,5,0,26,5,45,49,7,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,511.23915991448,0,8.83553574538857,11.2888051365165,8.63967659646806,11.04926962007,10.945642594976,0,0,0,0,0,0,0,713,1,0
"812",812,812,812,0,13.9493252243691,1,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,388.728843014307,0,12.6640188868136,0,0,0,0,0,0,0,0,0,0,0,353,1,0
"813",813,813,813,0,12.1144164563603,5,0,42,37,43,26,28,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,556.18964372911,0,12.231555005867,14.0426112520509,8.84212216695445,8.83553574538857,10.5774280615315,0,0,0,0,0,0,0,758,1,0
"814",814,814,814,1,13.313520205103,2,1,35,33,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,516.684283136173,0,11.8696938380526,9.91540359655629,0,0,0,0,0,0,0,0,0,19,731,0,0
"815",815,815,815,0,11.5025396146634,2,0,41,51,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,486.319274588411,0,10.6661166318245,11.5123969955704,0,0,0,0,0,0,0,0,0,0,633,1,0
"816",816,816,816,0,17.0585892653629,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,403.932407965578,0,12.6826547730217,0,0,0,0,0,0,0,0,0,0,0,348,1,0
"817",817,817,817,1,13.2286690816773,2,0,33,10,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,420.948745873881,0,9.91540359655629,8.80820170856509,0,0,0,0,0,0,0,0,0,0,517,0,0
